MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,TA,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,BLQ,GLQ,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR3,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Min2,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR2,Lvl,CulDSac,Mod,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Low,Inside,Gtl,Edwards,Norm,1Fam,SFoyer,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,WD,Abnorml
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,P,COD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,BLQ,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Min2,NA,Attchd,Fin,TA,TA,P,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,Gable,HdBoard,Plywood,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,Fa,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Duplex,2Story,Gable,Plywood,Plywood,None,TA,TA,Slab,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,Gd,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Gd,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,IR1,Bnk,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RM,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SFoyer,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Basment,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Av,Rec,ALQ,Ex,Y,SBrkr,Fa,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,Edwards,Norm,Duplex,1Story,Gable,AsbShng,Plywood,BrkCmn,TA,TA,PConc,NA,NA,NA,NA,NA,TA,N,SBrkr,Fa,Typ,NA,NA,NA,NA,NA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,SBrkr,TA,Typ,NA,NA,NA,NA,NA,N,WD,Abnorml
RL,Reg,Bnk,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,WdShing,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,N,COD,Family
RL,Reg,Lvl,Inside,Gtl,SWISU,Norm,Duplex,2Story,Hip,Wd Sdng,Plywood,None,TA,TA,PConc,TA,TA,Mn,Rec,Unf,Fa,N,FuseA,TA,Min2,NA,NA,NA,NA,NA,Y,WD,AdjLand
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Hip,Stucco,Plywood,None,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,CWD,Normal
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR2,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,NA,NA,NA,NA,NA,Fa,Y,SBrkr,TA,Min1,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,AsbShng,CmentBd,None,TA,Gd,BrkTil,TA,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Crawfor,Norm,2fmCon,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,Gable,Wd Sdng,MetalSd,BrkFace,TA,Fa,CBlock,TA,Gd,Mn,LwQ,Rec,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,Hip,HdBoard,BrkFace,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,CWD,Normal
RM,Reg,Lvl,Inside,Gtl,Blueste,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR2,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,IR1,Bnk,Inside,Mod,Blueste,Norm,TwnhsE,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,Gable,WdShing,Plywood,None,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,Gd,Gd,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Gd,Y,FuseA,Gd,Typ,NA,Detchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,Gd,Gd,BrkTil,TA,Po,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,N,WD,Normal
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,Gable,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,NA,NA,NA,Y,WD,Alloca
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1Story,Gable,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,Fa,N,WD,Normal
RM,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,NA,NA,NA,NA,NA,Ex,Y,SBrkr,TA,Maj2,NA,Detchd,Unf,TA,Fa,N,WD,Normal
C (all),Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,2fmCon,2Story,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,Fa,N,SBrkr,TA,Typ,NA,NA,NA,NA,NA,N,WD,Normal
C (all),Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,Gd,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Abnorml
C (all),Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,Gd,TA,BrkTil,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,Po,N,WD,Normal
RM,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,Hip,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Bnk,CulDSac,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,HdBoard,Wd Shng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,Gd,Typ,Po,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,Av,Rec,GLQ,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,BrkTil,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Gtl,Timber,PosA,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,Mitchel,Artery,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,NA,NA,NA,NA,NA,Ex,Y,SBrkr,TA,Min1,NA,2Types,RFn,TA,TA,N,WD,Normal
RM,IR1,Lvl,FR3,Gtl,Mitchel,Norm,TwnhsE,SFoyer,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,Av,Rec,GLQ,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,2Story,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,BuiltIn,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,Gable,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,2Story,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,COD,Normal
RL,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,Plywood,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Low,Corner,Mod,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,Plywood,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,Fa,PConc,TA,TA,Mn,ALQ,Unf,TA,Y,SBrkr,Gd,Mod,TA,Attchd,RFn,TA,TA,P,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,2Story,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,Wd Sdng,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Shed,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,N,SBrkr,TA,Typ,NA,Attchd,Unf,TA,Fa,Y,COD,Abnorml
RL,IR2,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,Plywood,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,No,BLQ,Rec,Gd,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Low,CulDSac,Sev,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,Ex,Y,SBrkr,Ex,Min1,Gd,Attchd,Unf,TA,TA,Y,WD,Abnorml
RL,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,Ex,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
